1.4;rational expression;Summation;
1.4;rational expression;Term (logic);
1.4;rational expression;Domain of a function;1
1.4;rational expression;Formula;
1.4;rational expression;Value (mathematics);
1.4;rational expression;Divisor;
1.4;rational expression;Operation (mathematics);
1.4;rational expression;Calculus;
1.4;rational expression;Equation;
1.4;rational expression;Matrix (mathematics);
1.4;rational expression;Variable (mathematics);
1.5;equation;Equation;2
1.5;equation;Quadratic equation;2
1.5;equation;Quadratic formula;
1.5;equation;Linear equation;2
1.5;equation;Extraneous and missing solutions;
1.5;equation;Quartic function;
1.5;equation;Square root;
1.5;equation;Equation solving;2
1.5;equation;Discriminant;
1.5;equation;Quadratic function;
1.5;equation;Line (geometry);
1.5;equation;Trajectory;
1.5;equation;Variable (mathematics);
1.5;equation;Factorization;
1.5;equation;Acceleration;
1.5;equation;Square (algebra);
1.5;equation;Algebra;
1.5;equation;Work (physics);
1.5;equation;constant term;
1.5;equation;Algebraic expression;
1.5;equation;Nth root;
1.5;equation;Complex number;
1.5;equation;Force;
1.5;equation;Exponentiation;
1.5;equation;Number;
1.5;equation;Ratio;
1.5;equation;Term (logic);
1.5;equation;Fraction (mathematics);
1.5;equation;Matrix (mathematics);
1.5;equation;Absolute value;
1.5;equation;Value (mathematics);
1.5;equation;Addition;
1.5;equation;Sphere;
1.5;equation;Multiplicative inverse;
1.5;equation;Coefficient;
1.5;equation;Distance;
1.5;equation;Parameter;
1.5;equation;Line segment;
1.5;equation;Real number;
1.5;equation;Multiplication;
1.5;equation;Inequality (mathematics);
1.5;equation;Expression (mathematics);
1.5;equation;Summation;
1.5;equation;Area;
1.5;equation;Approximation;
1.5;equation;constant (mathematics);
1.5;equation;Constant (mathematics);
1.5;equation;Speed;
1.5;equation;Formula;
1.5;equation;Equality (mathematics);
#1.6;modeling with equation;Equation;
#1.6;modeling with equation;Word problem (mathematics education);
#1.6;modeling with equation;Ratio;
#1.6;modeling with equation;Pythagorean theorem;
#1.6;modeling with equation;Area;
#1.6;modeling with equation;Square root;
#1.6;modeling with equation;Triangle;
#1.6;modeling with equation;Fraction (mathematics);
#1.6;modeling with equation;Annulus (mathematics);
#1.6;modeling with equation;Square (algebra);
#1.6;modeling with equation;Tree (set theory);
#1.6;modeling with equation;Cathetus;
#1.6;modeling with equation;Geometry;
#1.6;modeling with equation;Term (logic);
#1.6;modeling with equation;Algebra;
#1.6;modeling with equation;Speed;
#1.6;modeling with equation;Rectangle;
#1.6;modeling with equation;Formula;
#1.6;modeling with equation;Similarity (geometry);
#1.6;modeling with equation;Multiplication;
#1.6;modeling with equation;Distance;
#1.6;modeling with equation;Circle;
#1.6;modeling with equation;Exercise (mathematics);
#1.6;modeling with equation;Turn (geometry);
#1.6;modeling with equation;Work (physics);
#1.6;modeling with equation;Number;
#1.6;modeling with equation;Variable (mathematics);
#1.6;modeling with equation;Subtraction;
#1.6;modeling with equation;Quadratic formula;
#1.6;modeling with equation;Length;
#1.6;modeling with equation;Mathematics;
#1.6;modeling with equation;Nth root;
#1.6;modeling with equation;Theorem;
#1.6;modeling with equation;Summation;
#1.6;modeling with equation;Matrix (mathematics);
#1.6;modeling with equation;Mathematical proof;
#1.6;modeling with equation;Position (vector);
#1.6;modeling with equation;Radius;
#1.6;modeling with equation;Factorization;
#1.6;modeling with equation;Inequality (mathematics);
#1.6;modeling with equation;Flow (mathematics);
#1.6;modeling with equation;Dimension;
#1.6;modeling with equation;Decimal;
#1.6;modeling with equation;Combination;
#1.6;modeling with equation;Line (geometry);
#1.6;modeling with equation;Integer;
#1.6;modeling with equation;Distributive property;
#1.6;modeling with equation;constant (mathematics);
#1.6;modeling with equation;Constant (mathematics);
#1.6;modeling with equation;Scientific notation;
1.7;inequalities;Solution set;
1.7;inequalities;Linear inequality;2
1.7;inequalities;Inequality (mathematics);2
1.7;inequalities;Negative number;
1.7;inequalities;Sign (mathematics);
1.7;inequalities;Absolute value;
1.7;inequalities;Interval (mathematics);
1.7;inequalities;Equation;
1.7;inequalities;Calculus;
1.7;inequalities;Square (algebra);
1.7;inequalities;Distance;
1.7;inequalities;Addition;
1.7;inequalities;Fraction (mathematics);
1.7;inequalities;Number;
1.7;inequalities;Multiplication;
1.7;inequalities;Factorization;
1.7;inequalities;Exponentiation;
1.7;inequalities;Work (physics);
1.7;inequalities;Analytic geometry;
1.7;inequalities;Real line;
1.7;inequalities;Open set;
1.7;inequalities;Equality (mathematics);
1.7;inequalities;Term (logic);
1.7;inequalities;Parity (mathematics);
1.7;inequalities;Level of measurement;
1.7;inequalities;Angle;
1.7;inequalities;Integer;
1.7;inequalities;Variable (mathematics);
1.7;inequalities;Value (mathematics);
1.7;inequalities;Minute of arc;
1.7;inequalities;Formula;
1.7;inequalities;Direction (geometry);
1.7;inequalities;Base (topology);
1.7;inequalities;Plane (geometry);
1.7;inequalities;Real number;
1.7;inequalities;Force;
1.8;coordinate geometry;Geometry;1
1.8;coordinate geometry;Perpendicular;
1.8;coordinate geometry;Parallelogram;
1.8;coordinate geometry;Line segment;
1.8;coordinate geometry;Circle;1
1.8;coordinate geometry;Analytic geometry;2
1.8;coordinate geometry;Cartesian coordinate system;1
1.8;coordinate geometry;Triangle;
1.8;coordinate geometry;Line (geometry);
1.8;coordinate geometry;Area;
1.8;coordinate geometry;Origin (mathematics);
1.8;coordinate geometry;Radius;
1.8;coordinate geometry;Pythagorean theorem;1
1.8;coordinate geometry;Right triangle;
1.8;coordinate geometry;Coordinate system;1
1.8;coordinate geometry;Distance;1
1.8;coordinate geometry;Quadrant (plane geometry);
1.8;coordinate geometry;Angle;
1.8;coordinate geometry;Line-line intersection;
1.8;coordinate geometry;Interval (mathematics);
1.8;coordinate geometry;Tangent;
1.8;coordinate geometry;Trigonometric functions;
1.8;coordinate geometry;Symmetry;1
1.8;coordinate geometry;Graph of a function;1
1.8;coordinate geometry;Quadratic equation;
1.8;coordinate geometry;Congruence (geometry);
1.8;coordinate geometry;Plane (geometry);
1.8;coordinate geometry;Square root;
1.8;coordinate geometry;Curve;
1.8;coordinate geometry;Intercept;1
1.8;coordinate geometry;Equation;
1.8;coordinate geometry;Point (geometry);
1.8;coordinate geometry;Group action;
1.8;coordinate geometry;Orbit;
1.8;coordinate geometry;Reflection (mathematics);
1.10;lines;Slope;1
1.10;lines;Linear equation;
1.10;lines;Line (geometry);2
1.10;lines;Tangent;
1.10;lines;Perpendicular;1
1.10;lines;Parallel (geometry);1
1.10;lines;Circle;
1.10;lines;Plane (geometry);
1.10;lines;Triangle;
1.10;lines;Cartesian coordinate system;
1.10;lines;Angle;
1.10;lines;Trigonometric functions;
1.10;lines;Equation;
1.10;lines;Coordinate system;
1.10;lines;Distance;
1.10;lines;Origin (mathematics);
1.10;lines;Area;
1.10;lines;Space (mathematics);
1.10;lines;Point (geometry);
1.10;lines;Line segment;
1.10;lines;Graph of a function;
1.10;lines;Absolute value;
1.10;lines;Right triangle;
1.10;lines;Gradian;
1.10;lines;Similarity (geometry);
1.10;lines;Speed;
1.10;lines;Rectangle;
#1.11;making models using variation;Proportionality (mathematics);
#1.11;making models using variation;Linear equation;
#1.11;making models using variation;Line (geometry);
#1.11;making models using variation;Force;
#1.11;making models using variation;Slope;
#1.11;making models using variation;Inverse function;
#1.11;making models using variation;Frequency;
#1.11;making models using variation;Calculus;
#1.11;making models using variation;Speed;
#1.11;making models using variation;Absolute value;
#1.11;making models using variation;Square (algebra);
#1.11;making models using variation;Quadratic equation;
#1.11;making models using variation;Area;
#1.11;making models using variation;Ratio;
#1.11;making models using variation;Approximation;
#1.11;making models using variation;Circle;
#1.11;making models using variation;Curve fitting;
#1.11;making models using variation;Work (physics);
#1.11;making models using variation;Interval (mathematics);
#1.11;making models using variation;Exponential decay;
#1.11;making models using variation;Cartesian coordinate system;
#1.11;making models using variation;Graph of a function;
#1.11;making models using variation;Perpendicular;
#1.11;making models using variation;Square root;
#1.11;making models using variation;Coordinate system;
#1.11;making models using variation;Equation;
#1.11;making models using variation;Term (logic);
#1.11;making models using variation;Density;
#1.11;making models using variation;Curve;
#1.11;making models using variation;Distance;
#1.11;making models using variation;Radius;
#1.11;making models using variation;Level of measurement;
#1.11;making models using variation;Equation solving;
#1.11;making models using variation;Nth root;
#1.11;making models using variation;Function (mathematics);
#1.11;making models using variation;Inequality (mathematics);
#1.11;making models using variation;Plane (geometry);
#1.11;making models using variation;Number;
#1.11;making models using variation;Statistical unit;
#1.11;making models using variation;Dimension;
#1.11;making models using variation;Mathematics;
#1.11;making models using variation;Exponentiation;
#1.11;making models using variation;Level (logarithmic quantity);
#1.11;making models using variation;Angle;
#1.11;making models using variation;Pole (complex analysis);
#1.11;making models using variation;Discriminant;
#1.11;making models using variation;Fraction (mathematics);
#1.11;making models using variation;Linear inequality;
#1.11;making models using variation;Integer;
#1.11;making models using variation;Variable (mathematics);
#2;functions;Graph of a function;
#2;functions;Injective function;
#2;functions;Image (mathematics);
#2;functions;Function (mathematics);
#2;functions;Inverse function;
#2;functions;Transformation (function);
#2;functions;Distance;
#2;functions;Inverse element;
#2;functions;Focus (geometry);
#2;functions;Mathematics;
#2;functions;Graph (mathematics);
#2;functions;Minute of arc;
#2;functions;Real number;
#2;functions;Mereology;
#2;functions;Combination;
2.1;what is a function?;Domain of a function;1
2.1;what is a function?;Dependent and independent variables;1
2.1;what is a function?;Function (mathematics);2
2.1;what is a function?;Acceleration;
2.1;what is a function?;Range (mathematics);1
2.1;what is a function?;Finitary relation;
2.1;what is a function?;Square (algebra);
2.1;what is a function?;Variable (mathematics);
2.1;what is a function?;Force;
2.1;what is a function?;Sphere;
2.1;what is a function?;Theory of relativity;
2.1;what is a function?;Square root;
2.1;what is a function?;Area;
2.1;what is a function?;Image (mathematics);
2.1;what is a function?;Differential equation;
2.1;what is a function?;Orbit;
2.1;what is a function?;Centripetal force;
2.1;what is a function?;Value (mathematics);
2.1;what is a function?;Monotonic function;
2.1;what is a function?;Inequality (mathematics);
2.1;what is a function?;Interval (mathematics);
2.1;what is a function?;Piecewise;1
2.1;what is a function?;Speed;
2.1;what is a function?;Formula;
2.1;what is a function?;Numerical analysis;
2.1;what is a function?;Pi;
2.1;what is a function?;Maxima and minima;
2.1;what is a function?;Length;
2.1;what is a function?;Term (logic);
2.1;what is a function?;Element (mathematics);
2.1;what is a function?;Expression (mathematics);
2.1;what is a function?;Binary relation;
2.1;what is a function?;Total order;
2.1;what is a function?;Order of magnitude;
2.1;what is a function?;Set (mathematics);
2.1;what is a function?;Matrix (mathematics);
2.1;what is a function?;Radius;
2.1;what is a function?;Limit of a function;
2.2;graphs of functions;Vertical line test;1
2.2;graphs of functions;Graph of a function;2
2.2;graphs of functions;Piecewise;
2.2;graphs of functions;Slope;
2.2;graphs of functions;Variable (mathematics);
2.2;graphs of functions;Constant function;1
2.2;graphs of functions;Function (mathematics);
2.2;graphs of functions;Line (geometry);
2.2;graphs of functions;Floor and ceiling functions;
2.2;graphs of functions;Linear function;1
2.2;graphs of functions;Value (mathematics);
2.2;graphs of functions;Curve;
2.2;graphs of functions;Line segment;
2.2;graphs of functions;Absolute value;
2.2;graphs of functions;Constant (mathematics);
2.2;graphs of functions;Cartesian coordinate system;
2.2;graphs of functions;Square root;
2.2;graphs of functions;Equation;
2.2;graphs of functions;Finitary relation;
2.2;graphs of functions;Circle;
2.2;graphs of functions;Square (algebra);
2.2;graphs of functions;Parabola;
2.2;graphs of functions;Exponentiation;
2.2;graphs of functions;Series (mathematics);
2.2;graphs of functions;Point (geometry);
2.2;graphs of functions;Inequality (mathematics);
2.2;graphs of functions;Nth root;
2.2;graphs of functions;Radius;
2.2;graphs of functions;Integer;
2.2;graphs of functions;Binary relation;
2.2;graphs of functions;Functional (mathematics);
2.2;graphs of functions;Continuous function;
2.2;graphs of functions;Set (mathematics);
2.2;graphs of functions;Vertical bar;
2.2;graphs of functions;Coordinate system;
2.2;graphs of functions;Number;
2.2;graphs of functions;Distance;
#2.3;getting information from the graph of a function;Graph of a function;
#2.3;getting information from the graph of a function;Maxima and minima;
#2.3;getting information from the graph of a function;Monotonic function;
#2.3;getting information from the graph of a function;Domain of a function;
#2.3;getting information from the graph of a function;Interval (mathematics);
#2.3;getting information from the graph of a function;Work (physics);
#2.3;getting information from the graph of a function;Periodic function;
#2.3;getting information from the graph of a function;Inequality (mathematics);
#2.3;getting information from the graph of a function;Acceleration;
#2.3;getting information from the graph of a function;Speed;
#2.3;getting information from the graph of a function;Force;
#2.3;getting information from the graph of a function;Range (mathematics);
#2.3;getting information from the graph of a function;Distance;
#2.3;getting information from the graph of a function;Value (mathematics);
#2.3;getting information from the graph of a function;Function (mathematics);
#2.3;getting information from the graph of a function;Area;
#2.3;getting information from the graph of a function;Minute of arc;
#2.3;getting information from the graph of a function;Point (geometry);
#2.3;getting information from the graph of a function;Cartesian coordinate system;
#2.3;getting information from the graph of a function;Variable (mathematics);
#2.3;getting information from the graph of a function;Angle;
#2.3;getting information from the graph of a function;Measure (mathematics);
#2.3;getting information from the graph of a function;Curve;
#2.3;getting information from the graph of a function;Formula;
#2.3;getting information from the graph of a function;Open set;
#2.3;getting information from the graph of a function;Frequency;
#2.3;getting information from the graph of a function;Parabola;
#2.3;getting information from the graph of a function;Radius;
#2.3;getting information from the graph of a function;Asterisk;
#2.3;getting information from the graph of a function;Exercise (mathematics);
#2.3;getting information from the graph of a function;constant (mathematics);
#2.3;getting information from the graph of a function;Constant (mathematics);
#2.3;getting information from the graph of a function;Exponentiation;
#2.3;getting information from the graph of a function;Metric (mathematics);
#2.3;getting information from the graph of a function;Statistical unit;
#2.3;getting information from the graph of a function;Complete metric space;
#2.3;getting information from the graph of a function;Mathematics;
#2.3;getting information from the graph of a function;Significant figures;
#2.3;getting information from the graph of a function;Total order;
#2.3;getting information from the graph of a function;Partially ordered set;
#2.3;getting information from the graph of a function;Coordinate system;
#2.3;getting information from the graph of a function;Real number;
#2.3;getting information from the graph of a function;Space (mathematics);
#2.3;getting information from the graph of a function;Algebra;
#2.3;getting information from the graph of a function;Number;
#2.3;getting information from the graph of a function;Decimal;
#2.3;getting information from the graph of a function;Arithmetic mean;
#2.3;getting information from the graph of a function;Trace (linear algebra);
#2.3;getting information from the graph of a function;Mathematical object;
#2.3;getting information from the graph of a function;Surface;
#2.4;average rate of change of a function;Slope;
#2.4;average rate of change of a function;Speed;
#2.4;average rate of change of a function;Derivative;
#2.4;average rate of change of a function;Calculus;
#2.4;average rate of change of a function;Secant line;
#2.4;average rate of change of a function;Linear function;
#2.4;average rate of change of a function;Periodic function;
#2.4;average rate of change of a function;Frequency;
#2.4;average rate of change of a function;Difference quotient;
#2.4;average rate of change of a function;constant (mathematics);
#2.4;average rate of change of a function;Constant (mathematics);
#2.4;average rate of change of a function;Monotonic function;
#2.4;average rate of change of a function;Exponential function;
#2.4;average rate of change of a function;Minute of arc;
#2.4;average rate of change of a function;Value (mathematics);
#2.4;average rate of change of a function;Line (geometry);
#2.4;average rate of change of a function;Dependent and independent variables;
#2.4;average rate of change of a function;Sign (mathematics);
#2.4;average rate of change of a function;Graph of a function;
#2.4;average rate of change of a function;Subtraction;
#2.4;average rate of change of a function;Statistical unit;
#2.4;average rate of change of a function;Exercise (mathematics);
#2.4;average rate of change of a function;Product (mathematics);
#2.4;average rate of change of a function;Variable (mathematics);
#2.4;average rate of change of a function;Interval (mathematics);
#2.4;average rate of change of a function;Transformation (function);
#2.4;average rate of change of a function;Distance;
#2.4;average rate of change of a function;Fraction (mathematics);
#2.4;average rate of change of a function;Point (geometry);
#2.4;average rate of change of a function;Mathematics;
#2.4;average rate of change of a function;Multiplication;
#2.4;average rate of change of a function;Function (mathematics);
#2.4;average rate of change of a function;Total order;
#2.4;average rate of change of a function;Complete metric space;
#2.4;average rate of change of a function;E (mathematical constant);
#2.4;average rate of change of a function;Set (mathematics);
#2.4;average rate of change of a function;Real number;
#2.4;average rate of change of a function;Partially ordered set;
#2.4;average rate of change of a function;Graph (mathematics);
#2.4;average rate of change of a function;Number;
#2.4;average rate of change of a function;Scientific notation;
#2.4;average rate of change of a function;Quotient;
#2.4;average rate of change of a function;Divisor;
#2.4;average rate of change of a function;Mereology;
#2.4;average rate of change of a function;Mathematical object;
#2.4;average rate of change of a function;Category (mathematics);
#2.4;average rate of change of a function;Category of sets;
#2.4;average rate of change of a function;Algebraic number theory;
#2.4;average rate of change of a function;Universal quantification;
#2.4;average rate of change of a function;Unit (ring theory);
2.5;transformations of functions;Even and odd functions;1
2.5;transformations of functions;Cartesian coordinate system;
2.5;transformations of functions;Parity (mathematics);
2.5;transformations of functions;Transformation (function);2
2.5;transformations of functions;Symmetry;
2.5;transformations of functions;Parabola;
2.5;transformations of functions;Graph of a function;
2.5;transformations of functions;Origin (mathematics);
2.5;transformations of functions;Statistical unit;
2.5;transformations of functions;Function (mathematics);
2.5;transformations of functions;Calculus;
2.5;transformations of functions;Multiplication;
2.5;transformations of functions;Geometry;
2.5;transformations of functions;Value (mathematics);
2.5;transformations of functions;Equation;
2.5;transformations of functions;Ratio;
2.5;transformations of functions;Reflection (mathematics);
2.5;transformations of functions;Exponentiation;
2.5;transformations of functions;Addition;
2.5;transformations of functions;Formula;
2.5;transformations of functions;sum;
2.5;transformations of functions;Symmetric matrix;
2.5;transformations of functions;Floor and ceiling functions;
2.5;transformations of functions;Sign (mathematics);
2.5;transformations of functions;Work (physics);
2.5;transformations of functions;Angle;
2.5;transformations of functions;Operation (mathematics);
2.5;transformations of functions;constant (mathematics);
2.5;transformations of functions;Constant (mathematics);
2.5;transformations of functions;Distance;
2.5;transformations of functions;Number;
2.5;transformations of functions;Direction (geometry);
2.5;transformations of functions;Rectangle;
2.5;transformations of functions;Unit (ring theory);
2.5;transformations of functions;Algebra;
2.5;transformations of functions;Domain of a function;
2.5;transformations of functions;Plane (geometry);
2.5;transformations of functions;Point (geometry);
2.5;transformations of functions;Mathematics;
2.5;transformations of functions;Exercise (mathematics);
2.6;combining functions;Function composition;2
2.6;combining functions;Even and odd functions;
2.6;combining functions;Inverse function;
2.6;combining functions;Operation (mathematics);
2.6;combining functions;Function (mathematics);
2.6;combining functions;Transformation (function);
2.6;combining functions;Square (algebra);
2.6;combining functions;Addition;
2.6;combining functions;Product (mathematics);
2.6;combining functions;Parity (mathematics);
2.6;combining functions;Morphism;
2.6;combining functions;Slope;
2.6;combining functions;sum;
2.6;combining functions;Sphere;
2.6;combining functions;Distance;
2.6;combining functions;Plane (geometry);
2.6;combining functions;Graph of a function;
2.6;combining functions;Domain of a function;
2.6;combining functions;Summation;
2.6;combining functions;Multiplication;
2.6;combining functions;Integer;
2.6;combining functions;Pythagorean theorem;
2.6;combining functions;Calculus;
#2.7;one-to-one functions and their inverses;Area;
#2.7;one-to-one functions and their inverses;Inverse function;
#2.7;one-to-one functions and their inverses;Function (mathematics);
#2.7;one-to-one functions and their inverses;Cylinder (geometry);
#2.7;one-to-one functions and their inverses;Triangle;
#2.7;one-to-one functions and their inverses;Square (algebra);
#2.7;one-to-one functions and their inverses;Injective function;
#2.7;one-to-one functions and their inverses;Cone;
#2.7;one-to-one functions and their inverses;Slope;
#2.7;one-to-one functions and their inverses;Graph of a function;
#2.7;one-to-one functions and their inverses;Inequality (mathematics);
#2.7;one-to-one functions and their inverses;Parabola;
#2.7;one-to-one functions and their inverses;Proportionality (mathematics);
#2.7;one-to-one functions and their inverses;Equation solving;
#2.7;one-to-one functions and their inverses;Cube root;
#2.7;one-to-one functions and their inverses;Ratio;
#2.7;one-to-one functions and their inverses;Circle;
#2.7;one-to-one functions and their inverses;Right triangle;
#2.7;one-to-one functions and their inverses;Addition;
#2.7;one-to-one functions and their inverses;Cube (algebra);
#2.7;one-to-one functions and their inverses;Rectangle;
#2.7;one-to-one functions and their inverses;Multiplicative inverse;
#2.7;one-to-one functions and their inverses;Hypotenuse;
#2.7;one-to-one functions and their inverses;Cartesian coordinate system;
#2.7;one-to-one functions and their inverses;Line (geometry);
#2.7;one-to-one functions and their inverses;Length;
#2.7;one-to-one functions and their inverses;Multiplication;
#2.7;one-to-one functions and their inverses;Vertical line test;
#2.7;one-to-one functions and their inverses;Even and odd functions;
#2.7;one-to-one functions and their inverses;Linear equation;
#2.7;one-to-one functions and their inverses;Nth root;
#2.7;one-to-one functions and their inverses;Monotonic function;
#2.7;one-to-one functions and their inverses;Interval (mathematics);
#2.7;one-to-one functions and their inverses;Function composition;
#2.7;one-to-one functions and their inverses;Arithmetic;
#2.7;one-to-one functions and their inverses;Distance;
#2.7;one-to-one functions and their inverses;Exponentiation;
#2.7;one-to-one functions and their inverses;Variable (mathematics);
#2.7;one-to-one functions and their inverses;Angle;
#2.7;one-to-one functions and their inverses;Additive inverse;
#2.7;one-to-one functions and their inverses;Work (physics);
#2.7;one-to-one functions and their inverses;Cathetus;
#2.7;one-to-one functions and their inverses;Maxima and minima;
#2.7;one-to-one functions and their inverses;Algebra;
#2.7;one-to-one functions and their inverses;Speed;
#2.7;one-to-one functions and their inverses;Domain of a function;
#2.7;one-to-one functions and their inverses;1 (number);
#2.7;one-to-one functions and their inverses;Geometry;
#2.7;one-to-one functions and their inverses;Equation;
#2.7;one-to-one functions and their inverses;Identity (mathematics);
3.1;quadratic functions and models;Quadratic function;2
3.1;quadratic functions and models;Maxima and minima;
3.1;quadratic functions and models;Parabola;
3.1;quadratic functions and models;Polynomial;
3.1;quadratic functions and models;Rational function;
3.1;quadratic functions and models;Zero of a function;
3.1;quadratic functions and models;Graph (mathematics);
3.1;quadratic functions and models;Graph of a function;
3.1;quadratic functions and models;Homogeneous polynomial;
3.2;polynomial functions and their graphs;Polynomial;1
3.2;polynomial functions and their graphs;Maxima and minima;
3.2;polynomial functions and their graphs;Monomial;
3.2;polynomial functions and their graphs;Zero of a function;1
3.2;polynomial functions and their graphs;Multiplicity (mathematics);
3.2;polynomial functions and their graphs;Coefficient;
3.2;polynomial functions and their graphs;Zero (complex analysis);
3.2;polynomial functions and their graphs;Even and odd functions;
3.2;polynomial functions and their graphs;Spline (mathematics);
3.2;polynomial functions and their graphs;Intermediate value theorem;
3.3;dividing polynomials;Polynomial;
3.3;dividing polynomials;Synthetic division;2
3.3;dividing polynomials;Polynomial long division;2
3.3;dividing polynomials;Division (mathematics);
3.3;dividing polynomials;Quotient;
3.3;dividing polynomials;Zero of a function;
3.3;dividing polynomials;Rational function;
3.3;dividing polynomials;Divisor;
3.3;dividing polynomials;Arithmetic;
3.3;dividing polynomials;Homogeneous polynomial;
3.3;dividing polynomials;Coefficient;
3.3;dividing polynomials;Zero (complex analysis);
3.3;dividing polynomials;Integer;
3.3;dividing polynomials;Ratio;
3.3;dividing polynomials;Maxima and minima;
3.3;dividing polynomials;Number;
3.3;dividing polynomials;Square (algebra);
3.3;dividing polynomials;Multiplication;
3.3;dividing polynomials;Equation;
3.3;dividing polynomials;Algorithm;
3.4;real zeros of polynomials;Polynomial;
3.4;real zeros of polynomials;Descartes' rule of signs;2
3.4;real zeros of polynomials;Synthetic division;
3.4;real zeros of polynomials;Rational root theorem;2
3.4;real zeros of polynomials;Theory of equations;
3.4;real zeros of polynomials;Quintic function;
3.4;real zeros of polynomials;Algebraic equation;
3.4;real zeros of polynomials;Quadratic formula;
3.4;real zeros of polynomials;Factorization;
3.4;real zeros of polynomials;Quartic function;
